,label_value,score,sex,age_cat,race
2058,1,7,Male,Greater than 45,African-American
2059,1,5,Male,25 - 45,African-American
2060,1,3,Male,25 - 45,Hispanic
2061,0,8,Female,25 - 45,Caucasian
2062,0,3,Male,25 - 45,Caucasian
2063,0,7,Male,25 - 45,Other
2064,1,2,Male,25 - 45,Other
2065,0,1,Male,Greater than 45,Caucasian
2066,0,4,Male,Less than 25,Caucasian
2067,0,9,Male,25 - 45,African-American
2068,0,2,Male,25 - 45,Caucasian
2069,1,6,Male,Less than 25,African-American
2070,0,1,Male,25 - 45,Hispanic
2071,1,7,Male,25 - 45,Caucasian
2072,0,3,Male,25 - 45,Caucasian
2073,1,6,Male,25 - 45,African-American
2074,1,5,Male,25 - 45,Caucasian
2075,1,2,Male,Less than 25,Caucasian
2076,1,10,Male,25 - 45,African-American
2077,0,1,Male,Greater than 45,Caucasian
2078,1,8,Female,25 - 45,African-American
2079,1,5,Male,Less than 25,Other
2080,1,1,Male,Greater than 45,Caucasian
2081,0,5,Male,25 - 45,African-American
2082,1,2,Male,25 - 45,African-American
2083,1,8,Male,Less than 25,Caucasian
2084,1,7,Male,Less than 25,Caucasian
2085,0,5,Male,25 - 45,African-American
2086,1,4,Male,25 - 45,African-American
2087,0,3,Female,25 - 45,Caucasian
2088,0,1,Male,Greater than 45,Other
2089,1,9,Male,25 - 45,African-American
2090,0,3,Male,Less than 25,African-American
2091,0,4,Male,25 - 45,African-American
2092,0,1,Male,25 - 45,Caucasian
2093,0,2,Female,25 - 45,Other
2094,0,6,Male,Less than 25,Other
2095,1,1,Male,25 - 45,African-American
2096,0,8,Female,Less than 25,Caucasian
2097,0,7,Male,Less than 25,Other
2098,0,1,Male,Greater than 45,Caucasian
2099,0,6,Male,25 - 45,African-American
2100,0,1,Male,Greater than 45,Other
2101,0,2,Female,25 - 45,African-American
2102,0,6,Male,Less than 25,African-American
2103,1,7,Male,25 - 45,African-American
2104,1,3,Female,25 - 45,Hispanic
2105,0,1,Male,Greater than 45,Caucasian
2106,0,2,Male,25 - 45,Caucasian
2107,0,4,Male,25 - 45,Other
2108,0,7,Male,25 - 45,African-American
2109,1,9,Male,Greater than 45,Caucasian
2110,1,9,Male,Less than 25,African-American
2111,0,8,Male,25 - 45,African-American
2112,1,6,Male,25 - 45,Caucasian
2113,0,5,Male,25 - 45,Caucasian
2114,0,4,Female,Greater than 45,African-American
2115,0,1,Female,Greater than 45,African-American
2116,0,1,Male,25 - 45,Caucasian
2117,1,10,Male,25 - 45,African-American
2118,0,1,Male,25 - 45,Caucasian
2119,1,10,Male,25 - 45,African-American
2120,0,7,Female,25 - 45,African-American
2121,0,7,Male,Less than 25,African-American
2122,1,8,Female,Greater than 45,African-American
2123,0,3,Male,25 - 45,Caucasian
2124,0,6,Male,25 - 45,Caucasian
2125,1,1,Male,Greater than 45,Caucasian
2126,0,1,Male,Greater than 45,Caucasian
2127,0,2,Male,Greater than 45,African-American
2128,1,10,Female,Greater than 45,Native American
2129,1,6,Male,Greater than 45,African-American
2130,0,1,Female,Greater than 45,Caucasian
2131,1,6,Female,25 - 45,African-American
2132,0,1,Female,Greater than 45,Caucasian
2133,0,2,Male,25 - 45,African-American
2134,1,7,Male,25 - 45,Caucasian
2135,1,10,Male,Less than 25,African-American
2136,1,10,Male,25 - 45,African-American
2137,1,9,Male,Less than 25,African-American
2138,0,6,Male,Less than 25,African-American
2139,1,10,Male,25 - 45,African-American
2140,1,5,Female,25 - 45,African-American
2141,1,4,Male,25 - 45,Caucasian
2142,0,1,Male,Greater than 45,Caucasian
2143,1,9,Male,25 - 45,Caucasian
2144,1,5,Male,Greater than 45,African-American
2145,1,1,Male,25 - 45,Other
2146,1,8,Male,Less than 25,African-American
2147,1,4,Male,25 - 45,African-American
2148,0,6,Male,25 - 45,African-American
2149,0,4,Male,25 - 45,African-American
2150,1,2,Male,25 - 45,African-American
2151,0,4,Male,25 - 45,Hispanic
2152,0,3,Female,25 - 45,Caucasian
2153,1,5,Female,Less than 25,Other
2154,0,1,Male,25 - 45,Hispanic
2155,0,5,Male,25 - 45,Caucasian
2156,1,2,Male,25 - 45,African-American
2157,1,7,Male,Greater than 45,Caucasian
2158,0,2,Female,25 - 45,African-American
2159,1,5,Female,25 - 45,Caucasian
2160,0,2,Male,25 - 45,African-American
2161,0,2,Female,Greater than 45,Caucasian
2162,0,3,Male,25 - 45,Caucasian
2163,1,5,Male,25 - 45,Caucasian
2164,0,3,Male,25 - 45,Hispanic
2165,0,1,Male,Greater than 45,Caucasian
2166,0,4,Male,25 - 45,Caucasian
2167,0,1,Male,Greater than 45,Caucasian
2168,1,8,Female,25 - 45,Caucasian
2169,0,6,Male,Greater than 45,Caucasian
2170,0,2,Female,25 - 45,Caucasian
2171,0,4,Male,Less than 25,Caucasian
2172,1,4,Male,Less than 25,African-American
2173,1,8,Male,25 - 45,African-American
2174,0,1,Male,Greater than 45,Caucasian
2175,0,1,Male,Greater than 45,Hispanic
2176,0,10,Male,25 - 45,African-American
2177,1,6,Female,Less than 25,African-American
2178,1,4,Male,25 - 45,Caucasian
2179,1,10,Male,25 - 45,African-American
2180,0,1,Male,Greater than 45,African-American
2181,1,1,Male,25 - 45,Caucasian
2182,1,3,Female,25 - 45,Hispanic
2183,1,8,Male,25 - 45,African-American
2184,0,6,Male,Less than 25,African-American
2185,0,1,Male,Greater than 45,Caucasian
2186,1,7,Male,25 - 45,African-American
2187,0,6,Male,Less than 25,African-American
2188,1,1,Male,25 - 45,African-American
2189,1,3,Male,Less than 25,African-American
2190,1,7,Male,25 - 45,African-American
2191,0,3,Female,25 - 45,Caucasian
2192,1,3,Female,25 - 45,African-American
2193,1,4,Male,25 - 45,Caucasian
2194,1,3,Male,25 - 45,African-American
2195,0,1,Male,25 - 45,African-American
2196,1,4,Female,25 - 45,African-American
2197,1,2,Male,25 - 45,African-American
2198,0,1,Male,Greater than 45,Caucasian
2199,0,4,Male,25 - 45,African-American
2200,0,1,Male,25 - 45,African-American
2201,1,9,Male,25 - 45,African-American
2202,1,7,Male,Greater than 45,African-American
2203,0,6,Male,25 - 45,African-American
2204,1,9,Male,Less than 25,African-American
2205,1,1,Male,25 - 45,Hispanic
2206,1,9,Male,Less than 25,African-American
2207,1,2,Female,25 - 45,Hispanic
2208,0,3,Male,Less than 25,African-American
2209,1,7,Male,Greater than 45,Hispanic
2210,0,1,Female,25 - 45,Other
2211,0,1,Female,25 - 45,Caucasian
2212,0,4,Male,Less than 25,Other
2213,0,4,Female,Greater than 45,African-American
2214,1,2,Male,25 - 45,African-American
2215,1,5,Male,Greater than 45,African-American
2216,0,8,Male,Less than 25,Caucasian
2217,0,9,Male,Greater than 45,African-American
2218,1,5,Male,25 - 45,Caucasian
2219,1,1,Male,Greater than 45,African-American
2220,0,1,Male,Greater than 45,Caucasian
2221,1,8,Female,25 - 45,African-American
2222,0,1,Male,Greater than 45,Caucasian
2223,1,6,Male,25 - 45,African-American
2224,1,8,Male,Less than 25,Caucasian
2225,1,1,Male,25 - 45,Other
2226,0,5,Male,Greater than 45,African-American
2227,0,7,Male,Greater than 45,African-American
2228,1,10,Male,Less than 25,African-American
2229,0,10,Male,25 - 45,African-American
2230,1,1,Male,Greater than 45,African-American
2231,1,4,Male,25 - 45,African-American
2232,0,1,Male,Greater than 45,African-American
2233,0,2,Female,25 - 45,African-American
2234,1,8,Male,Less than 25,Caucasian
2235,0,1,Male,Greater than 45,Caucasian
2236,1,3,Female,Less than 25,Caucasian
2237,0,6,Male,Less than 25,African-American
2238,0,3,Male,Greater than 45,African-American
2239,0,2,Female,25 - 45,Caucasian
2240,0,2,Male,25 - 45,Caucasian
2241,1,4,Male,25 - 45,Caucasian
2242,1,5,Male,25 - 45,African-American
2243,0,3,Male,25 - 45,Caucasian
2244,1,2,Male,25 - 45,African-American
2245,1,5,Male,25 - 45,African-American
2246,0,2,Male,25 - 45,African-American
2247,1,5,Male,25 - 45,Caucasian
2248,0,2,Female,25 - 45,Caucasian
2249,1,10,Male,Less than 25,Hispanic
2250,1,10,Male,25 - 45,African-American
2251,0,1,Female,25 - 45,Caucasian
2252,1,6,Male,Less than 25,African-American
2253,0,2,Female,25 - 45,African-American
2254,1,10,Male,25 - 45,African-American
2255,0,6,Female,Less than 25,Caucasian
2256,1,6,Male,25 - 45,Caucasian
2257,0,1,Male,25 - 45,Caucasian
2258,1,8,Male,Less than 25,African-American
2259,1,7,Male,Greater than 45,Caucasian
2260,1,8,Male,25 - 45,African-American
2261,1,2,Male,25 - 45,Caucasian
2262,0,3,Male,25 - 45,Caucasian
2263,1,6,Male,25 - 45,African-American
2264,1,7,Female,25 - 45,African-American
2265,1,8,Male,25 - 45,African-American
2266,0,2,Male,Greater than 45,Caucasian
2267,0,1,Male,25 - 45,African-American
2268,1,3,Male,Greater than 45,African-American
2269,1,3,Male,25 - 45,African-American
2270,0,3,Female,25 - 45,African-American
2271,0,8,Male,Less than 25,African-American
2272,0,1,Male,Greater than 45,African-American
2273,0,2,Male,25 - 45,Caucasian
2274,1,6,Male,Less than 25,African-American
2275,1,1,Male,25 - 45,Caucasian
2276,0,3,Male,25 - 45,Caucasian
2277,1,5,Male,Less than 25,Caucasian
2278,0,1,Male,Greater than 45,Other
2279,1,10,Male,25 - 45,African-American
2280,1,2,Male,Less than 25,African-American
2281,1,3,Male,25 - 45,Caucasian
2282,0,5,Male,25 - 45,Caucasian
2283,1,8,Male,25 - 45,African-American
2284,1,10,Female,Less than 25,African-American
2285,0,2,Male,Greater than 45,African-American
2286,1,4,Female,25 - 45,African-American
2287,0,1,Male,25 - 45,Caucasian
2288,1,7,Male,Greater than 45,African-American
2289,1,2,Male,25 - 45,African-American
2290,0,6,Male,Greater than 45,Caucasian
2291,0,1,Male,25 - 45,Caucasian
2292,0,9,Female,Less than 25,African-American
2293,0,2,Male,25 - 45,Hispanic
2294,0,7,Male,Less than 25,African-American
2295,0,2,Male,25 - 45,African-American
2296,1,4,Male,25 - 45,African-American
2297,1,10,Female,25 - 45,African-American
2298,0,6,Male,25 - 45,Caucasian
2299,1,10,Male,Less than 25,African-American
2300,1,1,Male,25 - 45,Hispanic
2301,0,4,Male,25 - 45,African-American
2302,0,8,Male,25 - 45,African-American
2303,0,1,Male,Greater than 45,Hispanic
2304,0,5,Female,Less than 25,African-American
2305,1,9,Male,25 - 45,Caucasian
2306,0,3,Male,Less than 25,Caucasian
2307,1,7,Male,25 - 45,African-American
2308,0,1,Male,25 - 45,Caucasian
2309,1,3,Male,25 - 45,Other
2310,1,1,Male,Greater than 45,Hispanic
2311,1,3,Male,Greater than 45,African-American
2312,1,10,Male,Less than 25,African-American
2313,0,1,Male,Greater than 45,Caucasian
2314,0,2,Male,Greater than 45,Caucasian
2315,0,3,Female,Less than 25,African-American
2316,0,1,Male,25 - 45,Hispanic
2317,0,3,Female,25 - 45,Caucasian
2318,1,10,Male,25 - 45,Caucasian
2319,0,1,Male,Greater than 45,Caucasian
2320,0,2,Male,25 - 45,Caucasian
2321,1,2,Male,25 - 45,Caucasian
2322,0,2,Male,Less than 25,African-American
2323,0,5,Male,25 - 45,African-American
2324,0,2,Male,Less than 25,Caucasian
2325,0,1,Male,Greater than 45,African-American
2326,1,6,Male,Less than 25,Caucasian
2327,1,1,Female,25 - 45,Caucasian
2328,1,2,Male,Less than 25,African-American
2329,0,2,Male,Less than 25,Hispanic
2330,0,4,Male,Greater than 45,African-American
2331,1,7,Male,25 - 45,African-American
2332,1,6,Male,Less than 25,African-American
2333,0,3,Male,25 - 45,Caucasian
2334,0,1,Male,Greater than 45,Caucasian
2335,0,1,Male,25 - 45,Hispanic
2336,1,8,Male,Less than 25,Hispanic
2337,0,3,Male,25 - 45,Caucasian
2338,0,1,Male,Greater than 45,African-American
2339,1,7,Male,Greater than 45,African-American
2340,1,7,Male,25 - 45,African-American
2341,0,9,Male,Less than 25,Caucasian
2342,0,7,Male,25 - 45,Caucasian
2343,1,1,Male,25 - 45,Caucasian
2344,1,8,Male,25 - 45,Caucasian
2345,0,1,Male,25 - 45,African-American
2346,1,3,Male,Less than 25,African-American
2347,0,2,Male,Greater than 45,Caucasian
2348,0,3,Male,25 - 45,African-American
2349,1,1,Male,25 - 45,Hispanic
2350,1,3,Female,25 - 45,Hispanic
2351,0,5,Male,25 - 45,Caucasian
2352,1,1,Male,Greater than 45,Caucasian
2353,0,3,Male,25 - 45,Hispanic
2354,0,4,Male,Greater than 45,Caucasian
2355,1,4,Male,Greater than 45,African-American
2356,0,1,Male,Greater than 45,Caucasian
2357,1,5,Male,Less than 25,Caucasian
2358,0,1,Male,25 - 45,African-American
2359,0,2,Male,25 - 45,Hispanic
2360,1,7,Female,25 - 45,African-American
2361,1,8,Male,25 - 45,African-American
2362,1,6,Male,25 - 45,African-American
2363,0,5,Male,Greater than 45,Other
2364,0,1,Male,25 - 45,African-American
2365,1,3,Male,Greater than 45,Caucasian
2366,0,6,Male,Greater than 45,Caucasian
2367,1,9,Male,25 - 45,African-American
2368,1,7,Male,Greater than 45,African-American
2369,0,1,Male,25 - 45,African-American
2370,1,8,Male,25 - 45,Caucasian
2371,0,2,Male,25 - 45,African-American
2372,0,1,Female,Greater than 45,Caucasian
2373,0,10,Male,25 - 45,African-American
2374,1,7,Male,Less than 25,African-American
2375,0,7,Male,Greater than 45,Caucasian
2376,0,7,Male,25 - 45,Caucasian
2377,1,6,Male,Less than 25,African-American
2378,1,7,Male,Less than 25,African-American
2379,0,1,Male,Greater than 45,Caucasian
2380,0,1,Female,25 - 45,Caucasian
2381,0,3,Male,25 - 45,Caucasian
2382,0,4,Female,Less than 25,African-American
2383,0,6,Female,Greater than 45,African-American
2384,0,2,Male,25 - 45,African-American
2385,0,6,Male,25 - 45,Caucasian
2386,1,4,Male,25 - 45,African-American
2387,1,6,Male,Less than 25,African-American
2388,0,1,Male,25 - 45,Caucasian
2389,1,7,Male,25 - 45,Caucasian
2390,0,3,Male,Less than 25,African-American
2391,1,6,Male,Greater than 45,African-American
2392,1,8,Male,25 - 45,African-American
2393,1,4,Male,25 - 45,African-American
2394,0,2,Male,25 - 45,African-American
2395,0,4,Male,Greater than 45,African-American
2396,0,9,Male,Less than 25,African-American
2397,0,4,Female,25 - 45,African-American
2398,0,1,Male,Greater than 45,Other
2399,0,1,Male,Greater than 45,Caucasian
2400,0,3,Male,Greater than 45,Other
2401,1,6,Male,Greater than 45,African-American
2402,0,7,Male,25 - 45,African-American
2403,0,6,Male,25 - 45,African-American
2404,0,2,Female,25 - 45,African-American
2405,0,5,Male,25 - 45,African-American
2406,0,5,Male,25 - 45,African-American
2407,1,7,Female,25 - 45,Caucasian
2408,0,1,Male,25 - 45,Caucasian
2409,0,1,Male,25 - 45,Other
2410,0,2,Female,25 - 45,African-American
2411,1,6,Male,25 - 45,African-American
2412,0,5,Male,Greater than 45,African-American
2413,0,2,Male,25 - 45,Caucasian
2414,1,3,Female,Greater than 45,Caucasian
2415,0,9,Female,Greater than 45,African-American
2416,1,7,Male,25 - 45,African-American
2417,1,9,Male,25 - 45,African-American
2418,1,1,Male,Greater than 45,African-American
2419,1,9,Male,Less than 25,Other
2420,1,2,Male,25 - 45,African-American
2421,0,2,Male,Less than 25,African-American
2422,0,9,Male,Less than 25,African-American
2423,0,1,Male,Greater than 45,Caucasian
2424,0,1,Male,Greater than 45,Caucasian
2425,0,2,Male,25 - 45,Caucasian
2426,1,4,Male,Less than 25,African-American
2427,0,4,Male,Greater than 45,African-American
2428,1,8,Male,Greater than 45,Caucasian
2429,0,1,Male,Greater than 45,Caucasian
2430,0,1,Female,25 - 45,Hispanic
2431,0,1,Male,Greater than 45,Caucasian
2432,0,1,Female,25 - 45,African-American
2433,0,1,Female,25 - 45,African-American
2434,1,7,Male,Less than 25,African-American
2435,1,2,Male,25 - 45,Caucasian
2436,0,1,Male,Greater than 45,African-American
2437,1,6,Male,25 - 45,African-American
2438,0,1,Male,Greater than 45,Caucasian
2439,0,7,Male,Greater than 45,African-American
2440,0,9,Male,Less than 25,African-American
2441,1,9,Male,Greater than 45,Caucasian
2442,0,1,Female,Greater than 45,Caucasian
2443,1,7,Male,Less than 25,African-American
2444,0,1,Male,25 - 45,Hispanic
2445,1,8,Male,Less than 25,African-American
2446,0,1,Female,25 - 45,Hispanic
2447,0,1,Male,Greater than 45,Other
2448,0,1,Male,25 - 45,African-American
2449,1,1,Male,Less than 25,Hispanic
2450,0,1,Male,25 - 45,African-American
2451,0,2,Male,25 - 45,Caucasian
2452,0,2,Female,25 - 45,Caucasian
2453,0,9,Male,25 - 45,Caucasian
2454,0,1,Male,Greater than 45,Caucasian
2455,0,4,Female,Less than 25,African-American
2456,0,5,Male,25 - 45,African-American
2457,1,8,Male,25 - 45,African-American
2458,0,4,Male,Less than 25,African-American
2459,0,1,Male,Greater than 45,African-American
2460,1,6,Male,25 - 45,Caucasian
2461,0,6,Male,25 - 45,Caucasian
2462,1,8,Male,25 - 45,African-American
2463,1,10,Male,25 - 45,African-American
2464,1,6,Male,Less than 25,African-American
2465,1,2,Male,25 - 45,Caucasian
2466,0,2,Male,Greater than 45,African-American
2467,0,8,Female,25 - 45,African-American
2468,1,5,Male,25 - 45,African-American
2469,1,9,Male,25 - 45,African-American
2470,1,9,Male,25 - 45,Caucasian
2471,1,2,Male,Less than 25,Caucasian
2472,1,5,Male,25 - 45,Caucasian
2473,0,1,Female,25 - 45,African-American
2474,0,1,Male,Greater than 45,Caucasian
2475,1,9,Male,25 - 45,African-American
2476,1,5,Male,Less than 25,Caucasian
2477,0,7,Male,Less than 25,Hispanic
2478,0,1,Male,Greater than 45,Caucasian
2479,0,1,Female,25 - 45,Caucasian
2480,1,2,Male,25 - 45,Caucasian
2481,0,5,Male,25 - 45,African-American
2482,0,3,Male,Less than 25,Caucasian
2483,0,5,Male,25 - 45,African-American
2484,1,10,Male,25 - 45,African-American
2485,0,1,Male,25 - 45,Caucasian
2486,0,3,Male,Less than 25,Caucasian
2487,1,7,Male,25 - 45,African-American
2488,0,4,Male,25 - 45,Caucasian
2489,0,1,Male,25 - 45,Caucasian
2490,0,3,Male,25 - 45,Caucasian
2491,0,4,Male,Greater than 45,Caucasian
2492,1,4,Male,25 - 45,Caucasian
2493,1,7,Male,Greater than 45,African-American
2494,0,6,Male,25 - 45,African-American
2495,0,2,Male,25 - 45,African-American
2496,1,7,Male,25 - 45,African-American
2497,0,1,Male,Greater than 45,Caucasian
2498,1,1,Male,Greater than 45,African-American
2499,0,1,Male,25 - 45,African-American
2500,1,2,Male,25 - 45,Caucasian
2501,1,5,Female,25 - 45,Caucasian
2502,1,4,Male,25 - 45,Caucasian
2503,1,2,Male,Greater than 45,African-American
2504,1,5,Male,25 - 45,African-American
2505,0,4,Male,25 - 45,African-American
2506,1,10,Male,Less than 25,Other
2507,1,8,Female,Less than 25,African-American
2508,0,4,Male,Less than 25,African-American
2509,0,1,Male,25 - 45,Other
2510,0,3,Female,Greater than 45,African-American
2511,1,5,Male,25 - 45,African-American
2512,1,9,Male,Greater than 45,African-American
2513,1,6,Male,25 - 45,Caucasian
2514,0,2,Female,25 - 45,African-American
2515,1,8,Male,Less than 25,Caucasian
2516,0,6,Male,Greater than 45,African-American
2517,0,1,Female,Greater than 45,Caucasian
2518,0,3,Male,Greater than 45,Caucasian
2519,0,1,Male,Greater than 45,African-American
2520,1,3,Male,Greater than 45,African-American
2521,0,10,Male,25 - 45,African-American
2522,0,2,Male,Greater than 45,Caucasian
2523,0,1,Male,25 - 45,Hispanic
2524,1,1,Female,Greater than 45,Hispanic
2525,1,7,Male,Less than 25,African-American
2526,1,8,Male,25 - 45,African-American
2527,0,5,Male,25 - 45,African-American
2528,1,3,Male,Less than 25,African-American
2529,0,1,Male,Greater than 45,Caucasian
2530,0,3,Female,25 - 45,African-American
2531,0,2,Female,25 - 45,African-American
2532,1,6,Female,25 - 45,African-American
2533,1,3,Male,25 - 45,Other
2534,0,1,Male,Greater than 45,Caucasian
2535,0,1,Male,25 - 45,Caucasian
2536,0,2,Male,25 - 45,Caucasian
2537,0,1,Male,Greater than 45,Caucasian
2538,0,10,Male,Less than 25,African-American
2539,0,5,Male,Greater than 45,African-American
2540,0,4,Male,25 - 45,African-American
2541,1,10,Male,25 - 45,African-American
2542,0,4,Male,Less than 25,Caucasian
2543,0,2,Male,25 - 45,Caucasian
2544,1,6,Male,Greater than 45,African-American
2545,1,5,Male,25 - 45,African-American
2546,0,3,Male,Less than 25,Caucasian
2547,1,3,Female,Greater than 45,Caucasian
2548,1,1,Male,Greater than 45,Caucasian
2549,0,2,Female,Greater than 45,African-American
2550,0,3,Male,25 - 45,Other
2551,1,8,Female,Less than 25,African-American
2552,1,7,Male,Less than 25,Hispanic
2553,1,3,Male,25 - 45,Caucasian
2554,0,1,Male,Greater than 45,Caucasian
2555,1,8,Male,25 - 45,African-American
2556,0,4,Male,25 - 45,Caucasian
2557,1,9,Female,25 - 45,African-American
